,0,1
156,['https://satbeams.com/images/footprints/115E-C-1.jpg'],['C-band China beam (active)']
157,['https://satbeams.com/images/footprints/116E-Ku-6.jpg'],['Ku-band Korea beam (active)']
158,"['https://satbeams.com/images/footprints/118E-C-INBPNG.jpg', 'https://satbeams.com/images/footprints/118E-C-SEAsia.jpg', 'https://satbeams.com/images/footprints/118E-Ku-Indonesia.jpg']","['C-band Indonesia, North Borneo and PNG beam (active)', 'C-band South East Asia beam (active)', 'Ku-band Indonesia beam (active)']"
159,"['https://satbeams.com/images/footprints/119E-C-Regional.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Bangladesh.jpg', 'https://satbeams.com/images/footprints/119E-Ku-IndiaPlus.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Indonesia.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Philippines.jpg']","['C-band Regional beam (active)', 'Ku-band Bangladesh beam (active)', 'Ku-band India plus beam (active)', 'Ku-band Indonesia beam (active)', 'Ku-band Philippines beam (active)']"
160,"['https://satbeams.com/images/footprints/119E-Ku-Spot100.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot101.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot102.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot103.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot104.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot105.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot106.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot107.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot108.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot109.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot110.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot111.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot112.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot113.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot114.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot115.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot201.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot202.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot203.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot204.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot205.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot206.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot207.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot208.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot209.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot210.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot211.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot212.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot213.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot214.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot215.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot216.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot217.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot301.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot302.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot303.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot304.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot305.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot306.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot307.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot308.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot309.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot310.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot311.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot312.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot313.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot314.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot315.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot316.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot317.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot318.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot319.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot320.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot321.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot322.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot323.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot401.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot402.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot403.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot404.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot405.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot406.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot501.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot502.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot503.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot504.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot505.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot506.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot507.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot508.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot509.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot510.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot511.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot512.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot513.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot601.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot602.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot603.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot604.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot605.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot606.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot701.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot702.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Spot703.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Broadcast1.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Broadcast2.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Broadcast3.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Broadcast4.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Broadcast5.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Broadcast6.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Broadcast7.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Shaped514.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Shaped328.jpg', 'https://satbeams.com/images/footprints/119E-Ku-Shaped608.jpg']","['Ku-band Spot 100 beam (active)', 'Ku-band Spot 101 beam (active)', 'Ku-band Spot 102 beam (active)', 'Ku-band Spot 103 beam (active)', 'Ku-band Spot 104 beam (active)', 'Ku-band Spot 105 beam (active)', 'Ku-band Spot 106 beam (active)', 'Ku-band Spot 107 beam (active)', 'Ku-band Spot 108 beam (active)', 'Ku-band Spot 109 beam (active)', 'Ku-band Spot 110 beam (active)', 'Ku-band Spot 111 beam (active)', 'Ku-band Spot 112 beam (active)', 'Ku-band Spot 113 beam (active)', 'Ku-band Spot 114 beam (active)', 'Ku-band Spot 115 beam (active)', 'Ku-band Spot 201 beam (active)', 'Ku-band Spot 202 beam (active)', 'Ku-band Spot 203 beam (active)', 'Ku-band Spot 204 beam (active)', 'Ku-band Spot 205 beam (active)', 'Ku-band Spot 206 beam (active)', 'Ku-band Spot 207 beam (active)', 'Ku-band Spot 208 beam (active)', 'Ku-band Spot 209 beam (active)', 'Ku-band Spot 210 beam (active)', 'Ku-band Spot 211 beam (active)', 'Ku-band Spot 212 beam (active)', 'Ku-band Spot 213 beam (active)', 'Ku-band Spot 214 beam (active)', 'Ku-band Spot 215 beam (active)', 'Ku-band Spot 216 beam (active)', 'Ku-band Spot 217 beam (active)', 'Ku-band Spot 301 beam (active)', 'Ku-band Spot 302 beam (active)', 'Ku-band Spot 303 beam (active)', 'Ku-band Spot 304 beam (active)', 'Ku-band Spot 305 beam (active)', 'Ku-band Spot 306 beam (active)', 'Ku-band Spot 307 beam (active)', 'Ku-band Spot 308 beam (active)', 'Ku-band Spot 309 beam (active)', 'Ku-band Spot 310 beam (active)', 'Ku-band Spot 311 beam (active)', 'Ku-band Spot 312 beam (active)', 'Ku-band Spot 313 beam (active)', 'Ku-band Spot 314 beam (active)', 'Ku-band Spot 315 beam (active)', 'Ku-band Spot 316 beam (active)', 'Ku-band Spot 317 beam (active)', 'Ku-band Spot 318 beam (active)', 'Ku-band Spot 319 beam (active)', 'Ku-band Spot 320 beam (active)', 'Ku-band Spot 321 beam (active)', 'Ku-band Spot 322 beam (active)', 'Ku-band Spot 323 beam (active)', 'Ku-band Spot 401 beam (active)', 'Ku-band Spot 402 beam (active)', 'Ku-band Spot 403 beam (active)', 'Ku-band Spot 404 beam (active)', 'Ku-band Spot 405 beam (active)', 'Ku-band Spot 406 beam (active)', 'Ku-band Spot 501 beam (active)', 'Ku-band Spot 502 beam (active)', 'Ku-band Spot 503 beam (active)', 'Ku-band Spot 504 beam (active)', 'Ku-band Spot 505 beam (active)', 'Ku-band Spot 506 beam (active)', 'Ku-band Spot 507 beam (active)', 'Ku-band Spot 508 beam (active)', 'Ku-band Spot 509 beam (active)', 'Ku-band Spot 510 beam (active)', 'Ku-band Spot 511 beam (active)', 'Ku-band Spot 512 beam (active)', 'Ku-band Spot 513 beam (active)', 'Ku-band Spot 601 beam (active)', 'Ku-band Spot 602 beam (active)', 'Ku-band Spot 603 beam (active)', 'Ku-band Spot 604 beam (active)', 'Ku-band Spot 605 beam (active)', 'Ku-band Spot 606 beam (active)', 'Ku-band Spot 701 beam (active)', 'Ku-band Spot 702 beam (active)', 'Ku-band Spot 703 beam (active)', 'Ku-band Broadcast 1 Beam (active)', 'Ku-band Broadcast 2 beam (active)', 'Ku-band Broadcast 3 beam (active)', 'Ku-band Broadcast 4 beam (active)', 'Ku-band Broadcast 5 beam (active)', 'Ku-band Broadcast 6 beam (active)', 'Ku-band Broadcast 7 beam (active)', 'Ku-band Shaped 514 (Australia) Beam (active)', 'Ku-band Shaped 328 (China) Beam (active)', 'Ku-band Shaped 608 (Indonesia) Beam (active)']"
161,"['https://satbeams.com/images/footprints/120E-C-Global.jpg', 'https://satbeams.com/images/footprints/120E-C-SSEAsiaAUNZ.jpg']","['C-band Global beam (active)', 'C-band Regional beam (active)']"
162,"['https://satbeams.com/images/footprints/122E-C-Global9.jpg', 'https://satbeams.com/images/footprints/122E-Ku-AustralAsia9.jpg', 'https://satbeams.com/images/footprints/122E-Ku-EastAsia9.jpg', 'https://satbeams.com/images/footprints/122E-Ku-Indonesia9.jpg', 'https://satbeams.com/images/footprints/122E-Ku-Mongolia9.jpg', 'https://satbeams.com/images/footprints/122E-Ku-Myanmar9.jpg']","['C-band Global beam (active)', 'Ku-band Australasia beam (active)', 'Ku-band East Asia beam (active)', 'Ku-band Indonesia beam (active)', 'Ku-band Mongolia beam (active)', 'Ku-band Myanmar beam (active)']"
163,"['https://satbeams.com/images/footprints/124E-Ku-Japan13.jpg', 'https://satbeams.com/images/footprints/124E-Ku-SEAsia13.jpg']","['Ku-band Japan beam (active)', 'Ku-band South East Asia beam (active)']"
164,"['https://satbeams.com/images/footprints/125E-C-Global6D.jpg', 'https://satbeams.com/images/footprints/125E-Ku-China6D.jpg', 'https://satbeams.com/images/footprints/125E-Ku-26D.jpg']","['C-band Global beam (active)', 'Ku-band China beam (active)', 'Ku-band Steerable beam (active)']"
165,[],[]
166,"['https://satbeams.com/images/footprints/128E-C-L1.jpg', 'https://satbeams.com/images/footprints/128E-Ku-L1.jpg']","['C-band Regional beam (active)', 'Ku-band Regional beam (active)']"
167,"['https://satbeams.com/images/footprints/128E-C-Asia.jpg', 'https://satbeams.com/images/footprints/128E-Ku-Asia.jpg', 'https://satbeams.com/images/footprints/128E-Ku-Japan.jpg']","['C-band Southeast Asia & Hawaii Beam (active)', 'Ku-band Asia beam (active)', 'Ku-band Japan Beam (active)']"
168,,
169,['https://satbeams.com/images/footprints/130E-C-ChinaAUNZSP6C.jpg'],['C-band China Aus+NZ+South Pacific beam (active)']
170,"['https://satbeams.com/images/footprints/132E-C-5A.jpg', 'https://satbeams.com/images/footprints/132E-Ku-Japan.jpg']","['C-band Wide beam (active)', 'Ku-band Japan Beam (active)']"
171,"['https://satbeams.com/images/footprints/132E-C-1.jpg', 'https://satbeams.com/images/footprints/132E-Ku-1.jpg']","['C-band Wide beam (active)', 'Ku-band Vietnam beam (active)']"
172,,
173,['https://satbeams.com/images/footprints/132E-Ku-V2.jpg'],['Ku-band VNS2 beam (active)']
174,"['https://satbeams.com/images/footprints/134E-C-Global6C.jpg', 'https://satbeams.com/images/footprints/134E-Ku-China6C.jpg', 'https://satbeams.com/images/footprints/134E-Ku-Indochina6C.jpg', 'https://satbeams.com/images/footprints/134E-Ku-Mongolia6C.jpg']","['C-band Global beam (active)', 'Ku-band China beam (active)', 'Ku-band Indochina beam (active)', 'Ku-band Mongolia beam (active)']"
175,"['https://satbeams.com/images/footprints/134E-Ku-S01.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S02.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S03.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S04.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S05.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S06.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S07.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S08.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S09.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S10.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S11.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S12.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S13.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S14.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S15.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S16.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S17.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S18.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S19.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S20.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S21.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S22.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S23.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S24.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S25.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S26.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S27.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S28.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S29.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S30.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S31.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S32.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S33.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S34.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S35.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S36.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S37.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S38.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S39.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S40.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S41.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S42.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S43.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S44.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S45.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S46.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S47.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S48.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S49.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S50.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S51.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S52.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S53.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S54.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S55.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S56.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S57.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S58.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S59.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S60.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S61.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S62.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S63.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S64.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S65.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S66.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S67.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S68.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S69.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S70.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S71.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S72.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S73.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S74.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S75.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S76.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S77.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S78.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S79.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S80.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S81.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S82.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S83.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S84.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S85.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S86.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S87.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S88.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S89.jpg', 'https://satbeams.com/images/footprints/134E-Ku-S90.jpg']","['Ku-band S01 User Spot beam (active)', 'Ku-band S02 User Spot beam (active)', 'Ku-band S03 User Spot beam (active)', 'Ku-band S04 User Spot beam (active)', 'Ku-band S05 User Spot beam (active)', 'Ku-band S06 User Spot beam (active)', 'Ku-band S07 User Spot beam (active)', 'Ku-band S08 User Spot beam (active)', 'Ku-band S09 User Spot beam (active)', 'Ku-band S10 User Spot beam (active)', 'Ku-band S11 User Spot beam (active)', 'Ku-band S12 User Spot beam (active)', 'Ku-band S13 User Spot beam (active)', 'Ku-band S14 User Spot beam (active)', 'Ku-band S15 User Spot beam (active)', 'Ku-band S16 User Spot beam (active)', 'Ku-band S17 User Spot beam (active)', 'Ku-band S18 User Spot beam (active)', 'Ku-band S19 User Spot beam (active)', 'Ku-band S20 User Spot beam (active)', 'Ku-band S21 User Spot beam (active)', 'Ku-band S22 User Spot beam (active)', 'Ku-band S23 User Spot beam (active)', 'Ku-band S24 User Spot beam (active)', 'Ku-band S25 User Spot beam (active)', 'Ku-band S26 User Spot beam (active)', 'Ku-band S27 User Spot beam (active)', 'Ku-band S28 User Spot beam (active)', 'Ku-band S29 User Spot beam (active)', 'Ku-band S30 User Spot beam (active)', 'Ku-band S31 User Spot beam (active)', 'Ku-band S32 User Spot beam (active)', 'Ku-band S33 User Spot beam (active)', 'Ku-band S34 User Spot beam (active)', 'Ku-band S35 User Spot beam (active)', 'Ku-band S36 User Spot beam (active)', 'Ku-band S37 User Spot beam (active)', 'Ku-band S38 User Spot beam (active)', 'Ku-band S39 User Spot beam (active)', 'Ku-band S40 User Spot beam (active)', 'Ku-band S41 User Spot beam (active)', 'Ku-band S42 User Spot beam (active)', 'Ku-band S43 User Spot beam (active)', 'Ku-band S44 User Spot beam (active)', 'Ku-band S45 User Spot beam (active)', 'Ku-band S46 User Spot beam (active)', 'Ku-band S47 User Spot beam (active)', 'Ku-band S48 User Spot beam (active)', 'Ku-band S49 User Spot beam (active)', 'Ku-band S50 User Spot beam (active)', 'Ku-band S51 User Spot beam (active)', 'Ku-band S52 User Spot beam (active)', 'Ku-band S53 User Spot beam (active)', 'Ku-band S54 User Spot beam (active)', 'Ku-band S55 User Spot beam (active)', 'Ku-band S56 User Spot beam (active)', 'Ku-band S57 User Spot beam (active)', 'Ku-band S58 User Spot beam (active)', 'Ku-band S59 User Spot beam (active)', 'Ku-band S60 User Spot beam (active)', 'Ku-band S61 User Spot beam (active)', 'Ku-band S62 User Spot beam (active)', 'Ku-band S63 User Spot beam (active)', 'Ku-band S64 User Spot beam (active)', 'Ku-band S65 User Spot beam (active)', 'Ku-band S66 User Spot beam (active)', 'Ku-band S67 User Spot beam (active)', 'Ku-band S68 User Spot beam (active)', 'Ku-band S69 User Spot beam (active)', 'Ku-band S70 User Spot beam (active)', 'Ku-band S71 User Spot beam (active)', 'Ku-band S72 User Spot beam (active)', 'Ku-band S73 User Spot beam (active)', 'Ku-band S74 User Spot beam (active)', 'Ku-band S75 User Spot beam (active)', 'Ku-band S76 User Spot beam (active)', 'Ku-band S77 User Spot beam (active)', 'Ku-band S78 User Spot beam (active)', 'Ku-band S79 User Spot beam (active)', 'Ku-band S80 User Spot beam (active)', 'Ku-band S81 User Spot beam (active)', 'Ku-band S82 User Spot beam (active)', 'Ku-band S83 User Spot beam (active)', 'Ku-band S84 User Spot beam (active)', 'Ku-band S85 User Spot beam (active)', 'Ku-band S86 User Spot beam (active)', 'Ku-band S87 User Spot beam (active)', 'Ku-band S88 User Spot beam (active)', 'Ku-band S89 User Spot beam (active)', 'Ku-band S90 User Spot beam (active)']"
176,,
177,"['https://satbeams.com/images/footprints/138E-C-18V.jpg', 'https://satbeams.com/images/footprints/138E-Ku-ANZ18V.jpg', 'https://satbeams.com/images/footprints/138E-Ku-China18V.jpg', 'https://satbeams.com/images/footprints/138E-Ku-Hawaii18V.jpg', 'https://satbeams.com/images/footprints/138E-Ku-HTS01TX.jpg', 'https://satbeams.com/images/footprints/138E-Ku-HTS02TX.jpg', 'https://satbeams.com/images/footprints/138E-Ku-HTS03TX.jpg', 'https://satbeams.com/images/footprints/138E-Ku-HTS04TX.jpg', 'https://satbeams.com/images/footprints/138E-Ku-HTS05TX.jpg', 'https://satbeams.com/images/footprints/138E-Ku-HTS06TX.jpg', 'https://satbeams.com/images/footprints/138E-Ku-HTS07TX.jpg', 'https://satbeams.com/images/footprints/138E-Ku-HTS08TX.jpg', 'https://satbeams.com/images/footprints/138E-Ku-HTS09TX.jpg', 'https://satbeams.com/images/footprints/138E-Ku-HTS10TX.jpg', 'https://satbeams.com/images/footprints/138E-Ku-HTS11TX.jpg', 'https://satbeams.com/images/footprints/138E-Ku-HTS12TX.jpg', 'https://satbeams.com/images/footprints/138E-Ku-Indochina18V.jpg', 'https://satbeams.com/images/footprints/138E-Ku-Malaysia18V.jpg', 'https://satbeams.com/images/footprints/138E-Ku-Mongolia18V.jpg', 'https://satbeams.com/images/footprints/138E-Ku-NPacific18V.jpg']","['C-band Asia, Australia and the Pacific (active)', 'Ku-band Australia, New Zealand beam (active)', 'Ku-band China beam (active)', 'Ku-band Hawaii beam (active)', 'Ku-band HTS01TX Spot beam (active)', 'Ku-band HTS02TX Spot beam (active)', 'Ku-band HTS03TX Spot beam (active)', 'Ku-band HTS04TX Spot beam (active)', 'Ku-band HTS05TX Spot beam (active)', 'Ku-band HTS06TX Spot beam (active)', 'Ku-band HTS07TX Spot beam (active)', 'Ku-band HTS08TX Spot beam (active)', 'Ku-band HTS09TX Spot beam (active)', 'Ku-band HTS10TX Spot beam (active)', 'Ku-band HTS11TX Spot beam (active)', 'Ku-band HTS12TX Spot beam (active)', 'Ku-band Indochina beam (active)', 'Ku-band Malaysia beam (active)', 'Ku-band Mongolia beam (active)', 'Ku-band North Pacific beam (active)']"
178,['https://satbeams.com/images/footprints/140E-Ku-AT2.jpg'],['Ku-band Fixed Zone beam (active)']
