,0,1
224,[],[]
225,"['https://satbeams.com/images/footprints/127W-C-1.jpg', 'https://satbeams.com/images/footprints/127W-Ku-America.jpg']","['C-band North America Beam (active)', 'Ku-band America Beam (active)']"
226,"['https://satbeams.com/images/footprints/125W-Ku-50States.jpg', 'https://satbeams.com/images/footprints/125W-Ku-Caribbean.jpg']","['Ku-band 50 States Beam (active)', 'Ku-band Caribbean Beam (active)']"
227,"['https://satbeams.com/images/footprints/125W-C-NA30.jpg', 'https://satbeams.com/images/footprints/125W-Ku-Steerable30.jpg', 'https://satbeams.com/images/footprints/125W-Ka-2.jpg', 'https://satbeams.com/images/footprints/125W-Ka-601.jpg']","['C-band North America beam (active)', 'Ku-band Steerable beam (active)', 'Ka-band Steerable 2 beam (active)', 'Ka-band Steerable 601 beam (active)']"
228,"['https://satbeams.com/images/footprints/123W-C-18.jpg', 'https://satbeams.com/images/footprints/123W-Ku-18.jpg']","['C-band North America Beam (active)', 'Ku-band NorthAmerica Beam (active)']"
229,"['https://satbeams.com/images/footprints/121W-C-1.jpg', 'https://satbeams.com/images/footprints/121W-Ku-1.jpg', 'https://satbeams.com/images/footprints/121W-Ka-DEN.jpg', 'https://satbeams.com/images/footprints/121W-Ka-PHO.jpg']","['C-band North America Beam (active)', 'Ku-band North America Beam (active)', 'Ka-band Denver/Cheyenne Spot beam (active)', 'Ka-band Phoenix Spot beam (active)']"
230,"['https://satbeams.com/images/footprints/121W-C-NA31.jpg', 'https://satbeams.com/images/footprints/121W-Ku-NA31.jpg', 'https://satbeams.com/images/footprints/121W-Ka-NA31.jpg']","['C-band North America beam (active)', 'Ku-band North America beam (active)', 'Ka-band North America beam (active)']"
231,"['https://satbeams.com/images/footprints/119W-C-AF3.jpg', 'https://satbeams.com/images/footprints/119W-Ku-AF3.jpg', 'https://satbeams.com/images/footprints/119W-Ka-WTXL.jpg']","['C-band CONUS Beam (active)', 'Ku-band CONUS Beam (active)', 'Ka-band Steerable Beam (active)']"
232,[],[]
233,"['https://satbeams.com/images/footprints/119W-Ku-A01Seattle.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A02SF.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A03Spokane.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A04Fresno.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A05Phoenix.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A06Bismark.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A07SiouxFalls.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A08KansasCity.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A09Dallas.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A10CorpusCristi.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A11Lansing.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A12Columbus.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A13Shreveport.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A14NewOrleans.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A15Hartford.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A16Bangor.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A17Greenville.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A18Raleigh.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A19Orlando.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A20Tampa.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A21Butte.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A22Flagstaff.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A23ElPaso.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A24Alaska.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A25Alaska.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A26Cuba.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A27Hawaii.jpg', 'https://satbeams.com/images/footprints/119W-Ku-A28Hawaii.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B01Bend.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B02Medford.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B03LasVegas.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B04SanDiego.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B05DuluthSuperior.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B06GrandJunction.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B07Denver.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B08Albuquerque.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B09OklahomaCity.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B10HoustonSanAntonio.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B11SanAntonioHouston.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B12Madison.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B13Springfield.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B14Nashville.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B15Birmingham.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B16Philadelphia.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B17NewYork.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B18Savannah.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B19Jacksonville.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B20FortMyers.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B21Miami.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B22PuertoRico.jpg', 'https://satbeams.com/images/footprints/119W-Ku-B23PuertoRico.jpg', 'https://satbeams.com/images/footprints/119W-Ku-Conus14.jpg']","['Ku-band Spot A01 (Seattle) beam (active)', 'Ku-band Spot A02 (SF) beam (active)', 'Ku-band Spot A03 (Spokane) beam (active)', 'Ku-band Spot A04 (Fresno) beam (active)', 'Ku-band Spot A05 (Phoenix) beam (active)', 'Ku-band Spot A06 (Bismark) beam (active)', 'Ku-band Spot A07 (SiouxFalls) beam (active)', 'Ku-band Spot A08 (KansasCity) beam (active)', 'Ku-band Spot A09 (Dallas) beam (active)', 'Ku-band Spot A10 (CorpusCristi) beam (active)', 'Ku-band Spot A11 (Lansing) beam (active)', 'Ku-band Spot A12 (Columbus) beam (active)', 'Ku-band Spot A13 (Shreveport) beam (active)', 'Ku-band Spot A14 (NewOrleans) beam (active)', 'Ku-band Spot A15 (Hartford) beam (active)', 'Ku-band Spot A16 (Bangor) beam (active)', 'Ku-band Spot A17 (Greenville) beam (active)', 'Ku-band Spot A18 (Raleigh) beam (active)', 'Ku-band Spot A19 (Orlando) beam (active)', 'Ku-band Spot A20 (Tampa) beam (active)', 'Ku-band Spot A21 (Butte) beam (active)', 'Ku-band Spot A22 (Flagstaff) beam (active)', 'Ku-band Spot A23 (ElPaso) beam (active)', 'Ku-band Spot A24 (Alaska) beam (active)', 'Ku-band Spot A25 (Alaska) beam (active)', 'Ku-band Spot A26 (Cuba) beam (active)', 'Ku-band Spot A27 (Hawaii) beam (active)', 'Ku-band Spot A28 (Hawaii) beam (active)', 'Ku-band Spot B01 (Bend) beam (active)', 'Ku-band Spot B02 (Medford) beam (active)', 'Ku-band Spot B03 (LasVegas) beam (active)', 'Ku-band Spot B04 (SanDiego) beam (active)', 'Ku-band Spot B05 (DuluthSuperior) beam (active)', 'Ku-band Spot B06 (GrandJunction) beam (active)', 'Ku-band Spot B07 (Denver) beam (active)', 'Ku-band Spot B08 (Albuquerque) beam (active)', 'Ku-band Spot B09 (OklahomaCity) beam (active)', 'Ku-band Spot B10 (HoustonSanAntonio) beam (active)', 'Ku-band Spot B11 (SanAntonioHouston) beam (active)', 'Ku-band Spot B12 (Madison) beam (active)', 'Ku-band Spot B13 (Springfield) beam (active)', 'Ku-band Spot B14 (Nashville) beam (active)', 'Ku-band Spot B15 (Birmingham) beam (active)', 'Ku-band Spot B16 (Philadelphia) beam (active)', 'Ku-band Spot B17 (NewYork) beam (active)', 'Ku-band Spot B18 (Savannah) beam (active)', 'Ku-band Spot B19 (Jacksonville) beam (active)', 'Ku-band Spot B20 (FortMyers) beam (active)', 'Ku-band Spot B21 (Miami) beam (active)', 'Ku-band Spot B22 (PuertoRico) beam (active)', 'Ku-band Spot B23 (PuertoRico) beam (active)', 'Ku-band CONUS beam (active)']"
234,"['https://satbeams.com/images/footprints/117W-C-CDH.jpg', 'https://satbeams.com/images/footprints/117W-Ku-KHDH.jpg', 'https://satbeams.com/images/footprints/117W-Ku-KNDH.jpg', 'https://satbeams.com/images/footprints/117W-Ku-SA.jpg']","['C-band Hemi (CDH/CDV) beam (active)', 'Ku-band Hemi (KHDH/KHDV) beam (active)', 'Ku-band North America NAFTA (KNDH/KNDV) beam (active)', 'Ku-band South America beam (active)']"
235,"['https://satbeams.com/images/footprints/117W-Ku-Ku1B.jpg', 'https://satbeams.com/images/footprints/117W-Ku-Ku3B.jpg', 'https://satbeams.com/images/footprints/117W-Ku-Ku5B.jpg', 'https://satbeams.com/images/footprints/117W-Ku-Ku6B.jpg']","['Ku-band 1 beam (active)', 'Ku-band 3 beam (active)', 'Ku-band 5 beam (active)', 'Ku-band 6 beam (active)']"
236,['https://satbeams.com/images/footprints/116W-S-SD1.jpg'],['S-band CONUS (SD1) beam (active)']
237,"['https://satbeams.com/images/footprints/115W-C-M3.jpg', 'https://satbeams.com/images/footprints/115W-Ku-M3.jpg']","['C-band Regional beam (active)', 'Ku-band FSS beam (active)']"
238,"['https://satbeams.com/images/footprints/115W-C-7.jpg', 'https://satbeams.com/images/footprints/115W-Ku-7Ku1.jpg', 'https://satbeams.com/images/footprints/115W-Ku-7Ku3.jpg', 'https://satbeams.com/images/footprints/115W-Ku-7Ku4.jpg']","['C-band Wide beam (active)', 'Ku-band Ku1 beam (active)', 'Ku-band Ku3 beam (active)', 'Ku-band Ku4 beam (active)']"
239,[],[]
240,"['https://satbeams.com/images/footprints/115W-Ka-G10DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G10DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G11DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G11DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G12DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G12DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G14DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G14DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G15DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G15DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G16DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G16DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G17DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G17DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G18DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G18DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G1DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G1DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G2DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G2DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G3DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G3DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G4DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G4DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G5DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G5DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G6DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G6DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G7DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G7DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G8DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G8DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G9DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-G9DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U10DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U11DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U12DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U14DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U15DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U16DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U17DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U18DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U19DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U1DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U20DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U21DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U22DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U23DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U24DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U25DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U26DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U27DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U28DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U29DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U2DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U30DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U31DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U32DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U33DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U34DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U35DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U36DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U37DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U38DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U39DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U3DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U40DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U41DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U42DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U43DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U44DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U45DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U46DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U47DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U48DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U49DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U4DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U50DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U51DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U57DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U58DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U59DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U5DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U60DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U61DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U62DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U63DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U64DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U65DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U66DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U67DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U68DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U69DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U70DR.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U71DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U72DL.jpg', 'https://satbeams.com/images/footprints/115W-Ka-U9DL.jpg']","['Ka-band Gateway G10DL beam (active)', 'Ka-band Gateway G10DR beam (active)', 'Ka-band Gateway G11DL beam (active)', 'Ka-band Gateway G11DR beam (active)', 'Ka-band Gateway G12DL beam (active)', 'Ka-band Gateway G12DR beam (active)', 'Ka-band Gateway G14DL beam (active)', 'Ka-band Gateway G14DR beam (active)', 'Ka-band Gateway G15DL beam (active)', 'Ka-band Gateway G15DR beam (active)', 'Ka-band Gateway G16DL beam (active)', 'Ka-band Gateway G16DR beam (active)', 'Ka-band Gateway G17DL beam (active)', 'Ka-band Gateway G17DR beam (active)', 'Ka-band Gateway G18DL beam (active)', 'Ka-band Gateway G18DR beam (active)', 'Ka-band Gateway G1DL beam (active)', 'Ka-band Gateway G1DR beam (active)', 'Ka-band Gateway G2DL beam (active)', 'Ka-band Gateway G2DR beam (active)', 'Ka-band Gateway G3DL beam (active)', 'Ka-band Gateway G3DR beam (active)', 'Ka-band Gateway G4DL beam (active)', 'Ka-band Gateway G4DR beam (active)', 'Ka-band Gateway G5DL beam (active)', 'Ka-band Gateway G5DR beam (active)', 'Ka-band Gateway G6DL beam (active)', 'Ka-band Gateway G6DR beam (active)', 'Ka-band Gateway G7DL beam (active)', 'Ka-band Gateway G7DR beam (active)', 'Ka-band Gateway G8DL beam (active)', 'Ka-band Gateway G8DR beam (active)', 'Ka-band Gateway G9DL beam (active)', 'Ka-band Gateway G9DR beam (active)', 'Ka-band Spot U10DL beam (active)', 'Ka-band Spot U11DL beam (active)', 'Ka-band Spot U12DL beam (active)', 'Ka-band Spot U14DL beam (active)', 'Ka-band Spot U15DL beam (active)', 'Ka-band Spot U16DR beam (active)', 'Ka-band Spot U17DR beam (active)', 'Ka-band Spot U18DR beam (active)', 'Ka-band Spot U19DR beam (active)', 'Ka-band Spot U1DL beam (active)', 'Ka-band Spot U20DR beam (active)', 'Ka-band Spot U21DR beam (active)', 'Ka-band Spot U22DR beam (active)', 'Ka-band Spot U23DL beam (active)', 'Ka-band Spot U24DL beam (active)', 'Ka-band Spot U25DL beam (active)', 'Ka-band Spot U26DL beam (active)', 'Ka-band Spot U27DL beam (active)', 'Ka-band Spot U28DL beam (active)', 'Ka-band Spot U29DL beam (active)', 'Ka-band Spot U2DR beam (active)', 'Ka-band Spot U30DR beam (active)', 'Ka-band Spot U31DR beam (active)', 'Ka-band Spot U32DR beam (active)', 'Ka-band Spot U33DR beam (active)', 'Ka-band Spot U34DR beam (active)', 'Ka-band Spot U35DR beam (active)', 'Ka-band Spot U36DR beam (active)', 'Ka-band Spot U37DR beam (active)', 'Ka-band Spot U38DL beam (active)', 'Ka-band Spot U39DL beam (active)', 'Ka-band Spot U3DR beam (active)', 'Ka-band Spot U40DL beam (active)', 'Ka-band Spot U41DL beam (active)', 'Ka-band Spot U42DL beam (active)', 'Ka-band Spot U43DL beam (active)', 'Ka-band Spot U44DL beam (active)', 'Ka-band Spot U45DR beam (active)', 'Ka-band Spot U46DR beam (active)', 'Ka-band Spot U47DR beam (active)', 'Ka-band Spot U48DR beam (active)', 'Ka-band Spot U49DR beam (active)', 'Ka-band Spot U4DR beam (active)', 'Ka-band Spot U50DR beam (active)', 'Ka-band Spot U51DR beam (active)', 'Ka-band Spot U57DL beam (active)', 'Ka-band Spot U58DR beam (active)', 'Ka-band Spot U59DL beam (active)', 'Ka-band Spot U5DR beam (active)', 'Ka-band Spot U60DL beam (active)', 'Ka-band Spot U61DL beam (active)', 'Ka-band Spot U62DL beam (active)', 'Ka-band Spot U63DR beam (active)', 'Ka-band Spot U64DR beam (active)', 'Ka-band Spot U65DR beam (active)', 'Ka-band Spot U66DL beam (active)', 'Ka-band Spot U67DR beam (active)', 'Ka-band Spot U68DL beam (active)', 'Ka-band Spot U69DL beam (active)', 'Ka-band Spot U70DR beam (active)', 'Ka-band Spot U71DL beam (active)', 'Ka-band Spot U72DL beam (active)', 'Ka-band Spot U9DL beam (active)']"
241,,
242,"['https://satbeams.com/images/footprints/111W-Ka-KSD1.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD2.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD3.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD4.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD5.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD6.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD8.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD9.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD10.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD11.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD12.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD13.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD14.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD15.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD16.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD17.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD18.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD19.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD20.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD21.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD22.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD23.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD24.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD25.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD26.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD27.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD28.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD29.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD30.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD31.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD32.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD33.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD34.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KSD36.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KGD11.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KGD6.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KGD35.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KGD27.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KGD1.jpg', 'https://satbeams.com/images/footprints/111W-Ka-KGD16.jpg']","['Ka-band Spot 101 (APA8GW1) beam (active)', 'Ka-band Spot 102 (APA6GW1) beam (active)', 'Ka-band Spot 103 (APA7GW11) beam (active)', 'Ka-band Spot 104 (APA5GW1) beam (active)', 'Ka-band Spot 105 (APA7GW27) beam (active)', 'Ka-band Spot 106 (APA5GW11) beam (active)', 'Ka-band Spot 108 (APA3GW1) beam (active)', 'Ka-band Spot 109 (APA1GW1) beam (active)', 'Ka-band Spot 110 (APA4GW1) beam (active)', 'Ka-band Spot 111  (APA1GW11) beam (active)', 'Ka-band Spot 112 (APA3GW27) beam (active)', 'Ka-band Spot 113 (APA2GW27) beam (active)', 'Ka-band Spot 114 (APA4GW35) beam (active)', 'Ka-band Spot 115 (APA2GW35) beam (active)', 'Ka-band Spot 116 (APA4GW16) beam (active)', 'Ka-band Spot 117 (APA2GW16) beam (active)', 'Ka-band Spot 118 (APA6GW27) beam (active)', 'Ka-band Spot 119 (APA8GW11) beam (active)', 'Ka-band Spot 120 (APA5GW6) beam (active)', 'Ka-band Spot 121 (APA8GW6) beam (active)', 'Ka-band Spot 122 (APA6GW11) beam (active)', 'Ka-band Spot 123 (APA8GW35) beam (active)', 'Ka-band Spot 124 (APA6GW35) beam (active)', 'Ka-band Spot 125 (APA8GW16) beam (active)', 'Ka-band Spot 126 (APA6GW16) beam (active)', 'Ka-band Spot 127 (APA4GW11) beam (active)', 'Ka-band Spot 128 (APA2GW1) beam (active)', 'Ka-band Spot 129 (APA4GW27) beam (active)', 'Ka-band Spot 130 (APA2GW6) beam (active)', 'Ka-band Spot 131 (APA3GW6) beam (active)', 'Ka-band Spot 132 (APA1GW6) beam (active)', 'Ka-band Spot 133 (APA4GW6) beam (active)', 'Ka-band Spot 134 (APA2GW11) beam (active)', 'Ka-band Spot 136 (APA8GW27) beam (active)', 'Ka-band Gateway Cheyenne (GW11) beam (active)', 'Ka-band Gateway Duluth (GW6) beam (active)', 'Ka-band Gateway Laredo (GW35) beam (active)', 'Ka-band Gateway Riverside (GW27) beam (active)', 'Ka-band Gateway Seattle (GW1) beam (active)', 'Ka-band Gateway Syracuse (GW16) beam (active)']"
243,"['https://satbeams.com/images/footprints/111W-C-ATH11.jpg', 'https://satbeams.com/images/footprints/111W-C-ATV11.jpg']","['C-band North America (H) beam (active)', 'C-band North America (V) beam (active)']"
